UNITID,ADDRESS,SCIENTIFIC_NAME,COMMON_NAME,TREEHEIGHT,DIAMETER,LAT,LONG,OWNERSHIP,EXCEPTIONAL
TRE-1086331,10000 48TH AVE NE,Acer circinatum,Vine Maple,0,14,47.7011750962223,-122.276035628071,PRIV,N
TRE-1086332,10000 48TH AVE NE,Acer circinatum,Vine Maple,0,13,47.7011773945332,-122.275961075413,PRIV,N
TRE-1086344,4720 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,39,47.701203569547,-122.276796407336,PRIV,N
TRE-1086346,4715 NE 100TH ST,Cornus nuttallii,Pacific Dogwood,0,15,47.7010677276761,-122.276826798228,PRIV,N
TRE-1086347,4715 NE 100TH ST,Acer macrophyllum,Bigleaf Maple,0,15,47.7010922674541,-122.27691262566,PRIV,N
TRE-1086349,10000 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,35,47.7012103558489,-122.277136166872,PRIV,N
TRE-1086350,10000 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,35,47.7012078994569,-122.277358995522,PRIV,N
TRE-1086351,10000 SAND POINT WAY NE,Thuja plicata,Western Red Cedar,0,14,47.7011953972774,-122.277392272876,PRIV,N
TRE-1086352,9750 SAND POINT WAY NE,Thuja plicata,Western Red Cedar,0,16,47.7011117649383,-122.277433876434,PRIV,N
TRE-1086354,9750 SAND POINT WAY NE,Acer macrophyllum,Bigleaf Maple,0,15,47.7011063405373,-122.277573103696,PRIV,N
TRE-1086355,10303 LAKE SHORE WAY NE,Thuja plicata,Western Red Cedar,0,8,47.702978058579,-122.275252361321,PRIV,N
TRE-1086356,10303 LAKE SHORE WAY NE,Thuja plicata,Western Red Cedar,0,5,47.7029863014948,-122.274734176172,PRIV,N
TRE-1086361,10000 48TH AVE NE,Acer circinatum,Vine Maple,0,14,47.7011776026585,-122.275998221506,PRIV,N
TRE-1086365,9735 48TH AVE NE,Acer circinatum,Vine Maple,0,8,47.7004118287588,-122.276581620192,PRIV,N
TRE-1086366,10000 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,35,47.7012432767918,-122.277600772993,PRIV,N
TRE-1086371,9544 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,27,47.6988917496341,-122.277651891341,PRIV,N
TRE-1086372,9544 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,14,47.6989126901725,-122.277645797345,PRIV,N
TRE-1086373,9544 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,13,47.6987822296512,-122.277643088138,PRIV,N
TRE-1086374,9544 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,28,47.6987991390301,-122.277642830696,PRIV,N
TRE-1086380,9540 45TH AVE NE,Acer macrophyllum,Bigleaf Maple,0,35,47.698712957886,-122.279977379249,PRIV,N
TRE-1086402,9505 48TH AVE NE,Thuja plicata,Western Red Cedar,0,38,47.6976320272111,-122.276606249467,PRIV,N
TRE-1086403,9521 49TH AVE NE,Pinus ponderosa,Ponderosa Pine,0,20,47.697452831131,-122.275803371963,PRIV,N
TRE-1086404,9521 49TH AVE NE,Thuja plicata,Western Red Cedar,0,15,47.697458154404,-122.275707794733,PRIV,N
TRE-1086405,9521 49TH AVE NE,Thuja plicata,Western Red Cedar,0,18,47.6974548768641,-122.275650743304,PRIV,N
TRE-1086406,9521 49TH AVE NE,Thuja plicata,Western Red Cedar,0,6,47.6974426860166,-122.275641745961,PRIV,N
TRE-1086407,9521 49TH AVE NE,Pseudotsuga menziesii,Douglas Fir,0,42,47.6974731635915,-122.275615707067,PRIV,N
TRE-1086408,9521 49TH AVE NE,Thuja plicata,Western Red Cedar,0,35,47.697456032847,-122.275520846916,PRIV,N
TRE-1086410,9526 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,34,47.698276041055,-122.277655683951,PRIV,N
TRE-1086411,9401 SAND POINT WAY NE,Acer macrophyllum,Bigleaf Maple,0,14,47.696818069909,-122.277086463955,PRIV,N
TRE-1086412,9401 SAND POINT WAY NE,Acer macrophyllum,Bigleaf Maple,0,14,47.696850399862,-122.277094883243,PRIV,N
TRE-1086414,9522 SAND POINT WAY NE,Tsuga heterophylla,Western Hemlock,0,16,47.6982093025372,-122.277674454914,PRIV,N
TRE-1086417,4522 NE 94TH ST,Thuja plicata,Western Red Cedar,0,12,47.6966255958612,-122.27890806756,PRIV,N
TRE-1086418,4522 NE 94TH ST,Thuja plicata,Western Red Cedar,0,9,47.6966252040781,-122.2789035647,PRIV,N
TRE-1086421,4528 NE 93RD ST,Pseudotsuga menziesii,Douglas Fir,0,10,47.6961517439569,-122.278718979782,PRIV,N
TRE-1086422,10037 46TH AVE NE,Pseudotsuga menziesii,Douglas Fir,0,25,47.7023061981357,-122.279013604448,PRIV,N
TRE-1086424,10026 46TH PL NE,Pseudotsuga menziesii,Douglas Fir,0,14,47.7020289194776,-122.278847454917,PRIV,N
TRE-1086425,10035 46TH AVE NE,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,0,5,47.7020684494979,-122.279012445829,PRIV,N
TRE-1086426,10029 46TH AVE NE,Thuja plicata,Western Red Cedar,0,20,47.701992442959,-122.278997542301,PRIV,N
TRE-1086427,10029 46TH AVE NE,Tsuga heterophylla,Western Hemlock,0,12,47.7019591554141,-122.278996615847,PRIV,N
TRE-1086431,9754 45TH AVE NE,Pseudotsuga menziesii,Douglas Fir,0,8,47.7010713233855,-122.279992101915,PRIV,N
TRE-1086475,9836 NE 43RD PL,Alnus rubra,Red Alder,0,4,47.7008905409995,-122.282517279718,PRIV,N
TRE-1086487,4130 NE 96TH ST,Pinus ponderosa,Ponderosa Pine,0,38,47.6987409268213,-122.282779047744,PRIV,N
TRE-1086496,3902 NE 103RD ST,Acer circinatum,Vine Maple,0,4,47.7029758885806,-122.286414772413,PRIV,N
TRE-1086511,10040 38TH AVE NE,Pseudotsuga menziesii,Douglas Fir,0,35,47.7025805564219,-122.287960790304,PRIV,N
TRE-1086512,10352 38TH AVE NE,Betula papyrifera,Paper (Canoe) Birch,0,6,47.7044833046849,-122.288042419864,PRIV,N
TRE-1086525,3810 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,21,47.7011420623581,-122.287343176749,PRIV,N
TRE-1086526,3810 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,12,47.7011447358677,-122.287396844547,PRIV,N
TRE-1086527,3810 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,12,47.7011507467325,-122.287452150456,PRIV,N
TRE-1086528,3810 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,15,47.7011573824989,-122.287533645288,PRIV,N
TRE-1086531,3902 NE 100TH ST,Pseudotsuga menziesii,Douglas Fir,0,9,47.7014496605074,-122.286527000228,PRIV,N
TRE-1086564,3509 NE 98TH ST,Thuja plicata,Western Red Cedar,0,21,47.7001570841634,-122.290265036958,PRIV,N
TRE-1086566,3502 NE 98TH ST,Chamaecyparis nootkatensis,Alaska (Yellow) Cedar,0,4,47.7002601164341,-122.290505947943,PRIV,N
TRE-1086575,3548 NE 94TH ST,Acer circinatum,Vine Maple,0,5,47.696757341176,-122.288229931576,PRIV,N
TRE-1086578,3548 NE 94TH ST,Acer circinatum,Vine Maple,0,6,47.696754801891,-122.288299809626,PRIV,N
TRE-1086579,3548 NE 94TH ST,Acer circinatum,Vine Maple,0,6,47.6967545107452,-122.288365685217,PRIV,N
TRE-1086608,3828 NE 90TH ST,Pseudotsuga menziesii,Douglas Fir,0,7,47.6938593993221,-122.286722281458,PRIV,N
TRE-1086626,3517 NE 91ST ST,Thuja plicata,Western Red Cedar,0,13,47.6944820370016,-122.289879259174,PRIV,N
TRE-1086629,3510 NE 90TH ST,Abies grandis,Grand (Giant) Fir,0,21,47.6938972394025,-122.290140199746,PRIV,N
TRE-1086637,3527 NE 89TH ST,Acer macrophyllum,Bigleaf Maple,0,36,47.6930443514596,-122.289592214742,PRIV,N
TRE-1086654,3546 NE 88TH ST,Betula papyrifera,Paper (Canoe) Birch,0,12,47.6924270623612,-122.2885461549,PRIV,N
TRE-1086675,4450 NE 94TH ST,Acer circinatum,Vine Maple,0,13,47.6967994992959,-122.281527646402,PRIV,N
TRE-1086676,4237 NE 92ND ST,Acer macrophyllum,Bigleaf Maple,0,50,47.6953220831094,-122.28091241403,PRIV,N
TRE-1086677,4228 NE 92ND ST,Tsuga heterophylla,Western Hemlock,0,13,47.6953999043481,-122.281467378203,PRIV,N
TRE-1086678,4228 NE 92ND ST,Pseudotsuga menziesii,Douglas Fir,0,17,47.695425109837,-122.281348447883,PRIV,N
TRE-1086680,4237 NE 92ND ST,Pseudotsuga menziesii,Douglas Fir,0,42,47.6953219344233,-122.281084316808,PRIV,N
TRE-1086681,4237 NE 92ND ST,Acer macrophyllum,Bigleaf Maple,0,40,47.6953252239137,-122.28096876128,PRIV,N
TRE-1086682,4215 NE 94TH ST,Acer circinatum,Vine Maple,0,10,47.696703999861,-122.28169518341,PRIV,N
TRE-1086685,9319 NE 42ND AVE,Acer macrophyllum,Bigleaf Maple,0,22,47.6966159867446,-122.282724174175,PRIV,N
TRE-1086697,9500 45TH AVE NE,Acer macrophyllum,Bigleaf Maple,0,35,47.6974895319982,-122.279936391624,PRIV,N
TRE-1086698,9504 45TH AVE NE,Thuja plicata,Western Red Cedar,0,48,47.6977123741804,-122.279957273822,PRIV,N
TRE-1086704,9302 45TH AVE NE,Abies grandis,Grand (Giant) Fir,0,13,47.6962983025341,-122.279875402172,PRIV,N
TRE-1086712,4503 NE 95TH ST,Pseudotsuga menziesii,Douglas Fir,0,9,47.6971969240615,-122.279938154743,PRIV,N
TRE-1086714,4503 NE 95TH ST,Pseudotsuga menziesii,Douglas Fir,0,9,47.6971641557797,-122.279940822631,PRIV,N
TRE-1086717,4503 NE 95TH ST,Pseudotsuga menziesii,Douglas Fir,0,14,47.6970240617613,-122.279948013208,PRIV,N
TRE-1086718,4503 NE 95TH ST,Acer macrophyllum,Bigleaf Maple,0,5,47.6970016313823,-122.279951895126,PRIV,N
TRE-1086719,4503 NE 95TH ST,Acer macrophyllum,Bigleaf Maple,0,20,47.6969814946639,-122.279957306965,PRIV,N
TRE-1086720,4503 NE 95TH ST,Acer macrophyllum,Bigleaf Maple,0,25,47.6969451864425,-122.279923766202,PRIV,N
TRE-1086722,9269 SAND POINT WAY NE,Pseudotsuga menziesii,Douglas Fir,0,28,47.6959659645454,-122.276891391809,PRIV,N
TRE-1086723,9269 SAND POINT WAY NE,Thuja plicata,Western Red Cedar,0,17,47.6958574729306,-122.277024193715,PRIV,N
TRE-1086725,9235 MATTHEWS AVE NE,Abies grandis,Grand (Giant) Fir,0,25,47.6957562064715,-122.277353703503,PRIV,N
TRE-1086726,9212 MATTHEWS AVE NE,Pseudotsuga menziesii,Douglas Fir,0,21,47.6953468430202,-122.277317499206,PRIV,N
TRE-1086730,4524 NE 92ND ST,Alnus rubra,Red Alder,0,20,47.6949401995186,-122.278465669809,PRIV,N
TRE-1086731,4524 NE 92ND ST,Alnus rubra,Red Alder,0,20,47.6949346339048,-122.278520080831,PRIV,N
TRE-1086735,4524 NE 92ND ST,Acer macrophyllum,Bigleaf Maple,0,20,47.6947474205969,-122.278350494832,PRIV,N
TRE-1086737,9043 SAND POINT WAY NE,Alnus rubra,Red Alder,0,24,47.6939815657233,-122.274576384462,PRIV,N
TRE-1086738,9017 MATTHEWS AVE NE,Thuja plicata,Western Red Cedar,0,21,47.6941326850534,-122.275679517301,PRIV,N
TRE-1086740,9126 MATTHEWS AVE NE,Pseudotsuga menziesii,Douglas Fir,0,20,47.6943097411247,-122.27610936245,PRIV,N
TRE-1086741,9017 MATTHEWS AVE NE,Thuja plicata,Western Red Cedar,0,21,47.6943312757715,-122.276175228088,PRIV,N
TRE-1086754,9017 51ST AVE NE,Pseudotsuga menziesii,Douglas Fir,0,22,47.6941281649414,-122.272814343874,PRIV,N
TRE-1086757,9039 49TH AVE NE,Acer macrophyllum,Bigleaf Maple,0,17,47.694580281159,-122.273598672239,PRIV,N
TRE-1086761,9202 49TH AVE NE,Pseudotsuga menziesii,Douglas Fir,0,35,47.6949464855212,-122.274161366826,PRIV,N
TRE-1086762,9202 49TH AVE NE,Pseudotsuga menziesii,Douglas Fir,0,28,47.6950012292262,-122.274223921383,PRIV,N
TRE-1086766,9201 49TH AVE NE,Thuja plicata,Western Red Cedar,0,17,47.6946860714064,-122.274667949013,PRIV,N
TRE-1086767,9201 49TH AVE NE,Thuja plicata,Western Red Cedar,0,17,47.6948060209754,-122.274403751447,PRIV,N
TRE-1086772,9047 51ST AVE NE,Pseudotsuga menziesii,Douglas Fir,0,20,47.6953396439225,-122.273198040011,PRIV,N
TRE-1086774,9126 MATTHEWS AVE NE,Thuja plicata,Western Red Cedar,0,30,47.6943312757715,-122.276175228088,PRIV,N
TRE-1086776,8530 SANDPOINT WAY NE,Pinus ponderosa,Ponderosa Pine,0,30,47.6908816029109,-122.267972361194,PRIV,N
TRE-1086777,3857 NE 89TH ST,Thuja plicata,Western Red Cedar,0,5,47.6930268074954,-122.285455811645,PRIV,N
TRE-1086779,3857 NE 89TH ST,Thuja plicata,Western Red Cedar,0,50,47.6930109198682,-122.285665131964,PRIV,N
TRE-1086788,3832 NE 88TH ST,Thuja plicata,Western Red Cedar,0,55,47.6924384094228,-122.286466241548,PRIV,N
TRE-1086795,3808 NE 88TH ST,Abies grandis,Grand (Giant) Fir,0,37,47.692425527042,-122.287369143644,PRIV,N
TRE-1086807,3825 NE 87TH ST,Thuja plicata,Western Red Cedar,0,15,47.6915638883252,-122.28674938755,PRIV,N
TRE-1086808,3825 NE 87TH ST,Thuja plicata,Western Red Cedar,0,13,47.6915755502824,-122.286780235979,PRIV,N
TRE-1086812,4243 NE 89TH ST,Pinus contorta,Shore Pine,0,17,47.6930054320117,-122.280707953527,PRIV,N
TRE-1086815,4242 NE 89TH ST,Thuja plicata,Western Red Cedar,0,22,47.6930976170437,-122.280847854512,PRIV,N
TRE-1086821,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,14,47.692922212055,-122.282155081393,PRIV,N
TRE-1086822,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,7,47.6929270041124,-122.2821807109,PRIV,N
TRE-1086823,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,4,47.6929252888212,-122.282205813759,PRIV,N
TRE-1086824,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,4,47.6929263823772,-122.282229617129,PRIV,N
TRE-1086825,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,6,47.6929269705952,-122.282256507226,PRIV,N
TRE-1086826,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,6,47.6929252036024,-122.282285744455,PRIV,N
TRE-1086828,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,6,47.692923207341,-122.282314628817,PRIV,N
TRE-1086829,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,6,47.6929256692076,-122.282340538519,PRIV,N
TRE-1086830,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,13,47.6929229680967,-122.282370092003,PRIV,N
TRE-1086831,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,7,47.6929223585356,-122.282399705381,PRIV,N
TRE-1086832,8812 42ND AV NE,Thuja plicata,Western Red Cedar,0,7,47.6929232725022,-122.282437630024,PRIV,N
TRE-1086833,4251 NE 88TH ST,Tsuga heterophylla,Western Hemlock,0,8,47.6922984876437,-122.280414431495,PRIV,N
TRE-1086835,4251 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.6922972407256,-122.280512632025,PRIV,N
TRE-1086836,4244 NE 88TH ST,Tsuga mertensiana,Mountain Hemlock,0,12,47.692402470547,-122.280688045609,PRIV,N
TRE-1086838,4245 NE 88TH ST,Pseudotsuga menziesii,Douglas Fir,0,19,47.6923044356536,-122.280781043359,PRIV,N
TRE-1086839,4239 NE 88TH ST,Pseudotsuga menziesii,Douglas Fir,0,21,47.6922633860205,-122.280893247091,PRIV,N
TRE-1086840,4239 NE 88TH ST,Pseudotsuga menziesii,Douglas Fir,0,21,47.6922713738139,-122.280920421235,PRIV,N
TRE-1086841,4233 NE 88TH ST,Pseudotsuga menziesii,Douglas Fir,0,25,47.6922931223719,-122.28127953117,PRIV,N
TRE-1086842,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,14,47.6923971235768,-122.281326754909,PRIV,N
TRE-1086843,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.6924032658549,-122.281353680739,PRIV,N
TRE-1086844,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.6923945172937,-122.281367842698,PRIV,N
TRE-1086845,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,10,47.6924010699209,-122.281380716476,PRIV,N
TRE-1086846,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.6924016347329,-122.281409201773,PRIV,N
TRE-1086847,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.6924018888526,-122.281443852698,PRIV,N
TRE-1086848,4225 NE 88TH ST,Pseudotsuga menziesii,Douglas Fir,0,13,47.6923026607302,-122.281438988285,PRIV,N
TRE-1086849,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.6924087818976,-122.281466340105,PRIV,N
TRE-1086850,4225 NE 88TH ST,Thuja plicata,Western Red Cedar,0,39,47.6923011834825,-122.281474966093,PRIV,N
TRE-1086851,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,8,47.692411628989,-122.281515698364,PRIV,N
TRE-1086852,4226 NE 88TH ST,Thuja plicata,Western Red Cedar,0,20,47.6924018231707,-122.28152194188,PRIV,N
TRE-1086857,4211 NE 88TH ST,Tsuga heterophylla,Western Hemlock,0,23,47.6923088235192,-122.282139542314,PRIV,N
TRE-1086859,4205 NE 88TH ST,Thuja plicata,Western Red Cedar,0,6,47.6923160223779,-122.282302197651,PRIV,N
TRE-1086861,4204 NE 88TH ST,Tsuga heterophylla,Western Hemlock,0,27,47.692416577829,-122.282522537306,PRIV,N
TRE-1086862,4205 NE 88TH ST,Thuja plicata,Western Red Cedar,0,32,47.6922922762523,-122.2825620999,PRIV,N
TRE-1086863,4205 NE 88TH ST,Cornus nuttallii,Pacific Dogwood,0,6,47.6922991751656,-122.282616648848,PRIV,N
TRE-1086867,4062 NE 88TH ST,Thuja plicata,Western Red Cedar,0,40,47.6925134359984,-122.282640065799,PRIV,N
TRE-1086869,4062 NE 88TH ST,Thuja plicata,Western Red Cedar,0,51,47.6926645109011,-122.282624727326,PRIV,N
TRE-1086870,4211 NE 88TH ST,Tsuga heterophylla,Western Hemlock,0,25,47.6923034498446,-122.282106807461,PRIV,N
TRE-1086871,8815 NE 42ND AVE,Thuja plicata,Western Red Cedar,0,40,47.6926645109011,-122.282624727326,PRIV,N
TRE-1086872,4062 NE 88TH ST,Thuja plicata,Western Red Cedar,0,45,47.6927241631392,-122.282635615619,PRIV,N
TRE-1086874,4062 NE 88TH ST,Acer macrophyllum,Bigleaf Maple,0,13,47.6928015806469,-122.282652855736,PRIV,N
TRE-1086876,4054 NE 88TH ST,Abies grandis,Grand (Giant) Fir,0,30,47.6924019060571,-122.282991182401,PRIV,N
TRE-1086878,4048 NE 88TH ST,Acer circinatum,Vine Maple,0,10,47.6924182310346,-122.283194218085,PRIV,N
TRE-1086879,4048 NE 88TH ST,Acer circinatum,Vine Maple,0,8,47.6924183352475,-122.283292239261,PRIV,N
TRE-1086880,4045 NE 88TH ST,Arbutus menziesii,(Pacific) Madrona,0,8,47.6922938766296,-122.283422877329,PRIV,N
TRE-1086881,4030 NE 88TH ST,Acer circinatum,Vine Maple,0,8,47.6924212401251,-122.283999635583,PRIV,N
TRE-1086882,4030 NE 88TH ST,Acer circinatum,Vine Maple,0,8,47.6924226035453,-122.28403401369,PRIV,N
TRE-1086888,4018 NE 88TH ST,Thuja plicata,Western Red Cedar,0,38,47.6924218128298,-122.284543052,PRIV,N
TRE-1086889,4010 NE 88TH ST,Thuja plicata,Western Red Cedar,0,25,47.6924136251525,-122.284650821296,PRIV,N
TRE-1086891,4010 NE 88TH ST,Tsuga heterophylla,Western Hemlock,0,22,47.6924146412695,-122.284731596072,PRIV,N
TRE-1086903,4088 NE 87TH ST,Pseudotsuga menziesii,Douglas Fir,0,3,47.6914716280059,-122.282080525295,PRIV,N
TRE-1086934,3849 NE 86TH STREET,Tsuga heterophylla,Western Hemlock,0,4,47.6908580774764,-122.285818497076,PRIV,N
TRE-1086935,3849 NE 86TH STREET,Acer circinatum,Vine Maple,0,3,47.6908566749729,-122.285843406414,PRIV,N
TRE-1086937,3849 NE 86TH STREET,Thuja plicata,Western Red Cedar,0,2,47.6908567316766,-122.285871712997,PRIV,N
TRE-1086953,3544 NE 86TH ST,Betula papyrifera,Paper (Canoe) Birch,0,12,47.6909731107985,-122.28870954635,PRIV,N
TRE-1086955,3544 NE 86TH ST,Betula papyrifera,Paper (Canoe) Birch,0,10,47.6909769980688,-122.288789556077,PRIV,N
TRE-1086956,3544 NE 86TH ST,Betula papyrifera,Paper (Canoe) Birch,0,13,47.6909728162753,-122.288838620643,PRIV,N
TRE-1087097,4584 NE 89TH ST,Thuja plicata,Western Red Cedar,0,9,47.6935495235333,-122.277873887376,PRIV,N
TRE-1087108,1137 36TH AVE,Acer macrophyllum,Bigleaf Maple,0,37,47.6128578821794,-122.287393380427,PRIV,N
TRE-1087189,4582 22ND AVE SW,Thuja plicata,Western Red Cedar,0,2,47.5611734156147,-122.361430656465,PRIV,N
TRE-1087765,2711 E ROY ST,Pseudotsuga menziesii,Douglas Fir,0,25,47.6250834255761,-122.296965654075,PRIV,N
TRE-1087766,2711 E ROY ST,Pseudotsuga menziesii,Douglas Fir,0,16,47.6250827694224,-122.297016679407,PRIV,N
TRE-1087767,2711 E ROY ST,Pseudotsuga menziesii,Douglas Fir,0,25,47.6250824111536,-122.297077412323,PRIV,N
TRE-1087799,2234 1 Ave,Pinus contorta,Shore Pine,0,7,47.6135113104802,-122.346274269438,PARK,N
TRE-1087800,2234 1ST AVE,Amelanchier alnifolia,Western (Saskatoon) Serviceberry,0,3,47.6134729841261,-122.346342826872,PARK,N
TRE-1087802,2301 2ND AVE,Pinus contorta,Shore Pine,0,8,47.6139285655154,-122.345838980665,PARK,N
TRE-1087803,2301 2ND AVE,Amelanchier alnifolia,Western (Saskatoon) Serviceberry,0,2,47.6139498162124,-122.34580106039,PARK,N
TRE-1087806,1200 WESTLAKE AVE N,Amelanchier alnifolia,Western (Saskatoon) Serviceberry,0,1,47.629876188283,-122.340749256084,SDOT,N
TRE-1087905,3315 S ORCAS ST,Thuja plicata,Western Red Cedar,0,26,47.551046470393,-122.289690605536,PRIV,N
TRE-1087934,2815 S GRAHAM ST,Pseudotsuga menziesii,Douglas Fir,0,4,47.5462005878792,-122.296002445059,PRIV,N
TRE-1087935,2815 S GRAHAM ST,Pseudotsuga menziesii,Douglas Fir,0,6,47.5462066609667,-122.295971492659,PRIV,N
TRE-1087992,175 LAKE WASHINGTON BLVD,Thuja plicata,Western Red Cedar,0,4,47.6030106272399,-122.285145021197,PRIV,N
TRE-1087993,175 LAKE WASHINGTON BLVD,Thuja plicata,Western Red Cedar,0,4,47.6030129472259,-122.285207065298,PRIV,N
TRE-1087995,175 LAKE WASHINGTON BLVD,Thuja plicata,Western Red Cedar,0,4,47.6030092609199,-122.285319193727,PRIV,N
TRE-1087996,175 LAKE WASHINGTON BLVD,Thuja plicata,Western Red Cedar,0,2,47.6029959679634,-122.285534429406,PRIV,N
TRE-1087997,175 LAKE WASHINGTON BLVD,Thuja plicata,Western Red Cedar,0,2,47.6029732139413,-122.285564915428,PRIV,N
TRE-1087998,175 LAKE WASHINGTON BLVD,Thuja plicata,Western Red Cedar,0,2,47.6029752084786,-122.285615153672,PRIV,N
TRE-1088052,4626 50TH AVE S,Abies grandis,Grand (Giant) Fir,100,40,47.5609474348898,-122.270110302692,PRIV,Y
TRE-1088138,3338 S GRAHAM ST,Thuja plicata,Western Red Cedar,0,12,47.5461786639101,-122.288407521166,PRIV,N
TRE-1088209,116 W FLORENTIA ST,Betula papyrifera,Paper (Canoe) Birch,0,9,47.6469420719864,-122.35904858219,PRIV,N
TRE-1088497,2030 EIGHTH AVENUE,Acer circinatum,Vine Maple,0,3,47.6166035202966,-122.337616660219,PRIV,N
TRE-1088933,1823 TERRY AVE,Acer circinatum,Vine Maple,0,6,47.6160715585046,-122.333370691235,PRIV,N
TRE-1088971,2030 WESTLAKE,Acer circinatum,Vine Maple,0,20,47.6157492998532,-122.33679966824,PRIV,N
TRE-1088972,2030 WESTLAKE,Acer circinatum,Vine Maple,0,20,47.6158733823555,-122.337031134215,PRIV,N
TRE-1089002,1823 TERRY AVE,Acer circinatum,Vine Maple,0,6,47.6160868465984,-122.333364882867,PRIV,N
TRE-1089003,1823 TERRY AVE,Acer circinatum,Vine Maple,0,6,47.6160916193215,-122.33338751873,PRIV,N
TRE-1089006,1823 TERRY AVE,Acer circinatum,Vine Maple,0,7,47.616132056767,-122.333454393819,PRIV,N
TRE-1089007,1823 TERRY AVE,Acer circinatum,Vine Maple,0,6,47.6161492955058,-122.333475443911,PRIV,N
TRE-1089104,1331 TERRY AVE,Acer macrophyllum,Bigleaf Maple,0,1,47.6119061837344,-122.32909473299,PRIV,N
TRE-1089119,106 LENORA,Quercus garryana,Oregon White (Garry) Oak,0,15,47.6120804240305,-122.343725259411,PRIV,N
TRE-1089120,106 LENORA,Quercus garryana,Oregon White (Garry) Oak,0,12,47.6120034373383,-122.343822904451,PRIV,N
TRE-1089267,1483 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,2,47.6074497029346,-122.342156748711,PRIV,N
TRE-1089284,1225 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,1,47.6057856907258,-122.340406336518,PRIV,N
TRE-1089287,1225 ALASKAN WAY,Arbutus menziesii,(Pacific) Madrona,0,2,47.6057849264965,-122.340404731518,PRIV,N
TRE-1089288,1225 ALASKAN WAY,Arbutus menziesii,(Pacific) Madrona,0,1,47.6057853388258,-122.340406750587,PRIV,N
TRE-1089289,1225 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,1,47.6057846363264,-122.340405519738,PRIV,N
TRE-1089290,1225 ALASKAN WAY,Arbutus menziesii,(Pacific) Madrona,0,2,47.6058348184579,-122.340450405677,PRIV,N
TRE-1089293,1225 ALASKAN WAY,Thuja plicata,Western Red Cedar,0,4,47.6058342521664,-122.34044996761,PRIV,N
TRE-1089294,1225 ALASKAN WAY,Thuja plicata,Western Red Cedar,0,4,47.605835124024,-122.340450084719,PRIV,N
TRE-1089299,1225 ALASKAN WAY,Thuja plicata,Western Red Cedar,0,4,47.6058370353353,-122.34045269005,PRIV,N
TRE-1089300,1225 ALASKAN WAY,Arbutus menziesii,(Pacific) Madrona,0,2,47.6058347480914,-122.340449809155,PRIV,N
TRE-1089301,1225 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,1,47.605845227003,-122.340460107812,PRIV,N
TRE-1089372,1225 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,1,47.6058449781228,-122.340459275955,PRIV,N
TRE-1089374,1331 ALASKAN WAY,Arbutus menziesii,(Pacific) Madrona,0,2,47.6063851151148,-122.340955536258,PRIV,N
TRE-1089375,1331 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,1,47.6063865058966,-122.340956699362,PRIV,N
TRE-1089376,1331 ALASKAN WAY,Quercus garryana,Oregon White (Garry) Oak,0,1,47.6063854125271,-122.340954890442,PRIV,N
